Iteration,Fitness
1,1.4014591864745096
2,1.4014591864745096
3,1.4014591864745096
4,1.4014591864745096
5,1.4014591864745096
6,1.4572235380330516
7,1.4572235380330516
8,1.4572235380330516
9,1.4572235380330516
10,1.4572235380330516
11,1.4572235380330516
12,1.4572235380330516
13,1.4931609616440853
14,1.4931609616440853
15,1.4931609616440853
16,1.4931609616440853
17,1.4931609616440853
18,1.4931609616440853
19,1.4931609616440853
20,1.4931609616440853
21,1.4931609616440853
22,1.4931609616440853
23,1.4931609616440853
24,1.4931609616440853
25,1.6423392721778705
26,1.790264057952615
27,1.790264057952615
28,1.790264057952615
29,1.790264057952615
30,1.790264057952615
31,1.790264057952615
32,1.790264057952615
33,1.790264057952615
34,1.790264057952615
35,1.790264057952615
36,1.790264057952615
37,1.790264057952615
38,1.8245173968778847
39,1.8245173968778847
40,1.8245173968778847
41,1.8245173968778847
42,1.8245173968778847
43,1.8245173968778847
44,1.8245173968778847
45,1.8245173968778847
46,1.8245173968778847
47,1.8245173968778847
48,1.8245173968778847
49,1.8245173968778847
50,1.8245173968778847
51,1.8245173968778847
52,1.8245173968778847
53,1.8245173968778847
54,1.8245173968778847
55,1.8245173968778847
56,1.8245173968778847
57,1.8245173968778847
58,1.8245173968778847
59,1.8245173968778847
60,1.8245173968778847
61,1.8245173968778847
62,1.8245173968778847
63,1.8245173968778847
64,1.8245173968778847
65,1.8245173968778847
66,1.8245173968778847
67,1.8245173968778847
68,1.8245173968778847
69,1.8245173968778847
70,1.8245173968778847
71,1.8619810336705604
72,1.8619810336705604
73,1.8619810336705604
74,1.8619810336705604
75,1.8619810336705604
76,1.8619810336705604
77,1.8619810336705604
78,1.8619810336705604
79,1.8619810336705604
80,1.8619810336705604
81,1.8619810336705604
82,1.8619810336705604
83,1.8619810336705604
84,1.8634615981351732
85,1.8634615981351732
86,1.8634615981351732
87,1.8634615981351732
88,1.8634615981351732
89,1.8634615981351732
90,1.8634615981351732
91,1.8634615981351732
92,1.8634615981351732
93,1.8634615981351732
94,1.8634615981351732
95,1.8848768942615715
96,2.2164728042066884
97,2.2164728042066884
98,2.2164728042066884
99,2.2164728042066884
100,2.2164728042066884
