N,Fitness
1,1.3504486766370383
2,1.3990293484113914
3,1.4013699922406684
4,1.4013699922406684
5,1.6296310463241068
6,2.6504823116329153
7,2.7952969955026643
8,2.7952969955026643
9,2.8873424553981843
10,3.373033474874754
11,3.373033474874754
12,3.373033474874754
13,3.373033474874754
14,3.373033474874754
15,3.373033474874754
16,3.373033474874754
17,3.502091157883276
18,3.502091157883276
19,3.502091157883276
20,3.5841588836646188
21,3.60943321547003
22,3.60943321547003
23,3.834838643686297
24,3.834838643686297
25,3.834838643686297
26,3.834838643686297
27,3.834838643686297
28,3.834838643686297
29,3.834838643686297
30,3.834838643686297
31,3.834838643686297
32,3.834838643686297
33,3.834838643686297
34,3.834838643686297
35,3.834838643686297
36,3.834838643686297
37,3.834838643686297
38,3.834838643686297
39,3.834838643686297
40,3.834838643686297
41,3.834838643686297
42,3.834838643686297
43,3.834838643686297
44,3.834838643686297
45,3.834838643686297
46,3.834838643686297
47,3.834838643686297
48,3.834838643686297
49,3.834838643686297
50,3.834838643686297
51,3.834838643686297
52,3.834838643686297
53,3.834838643686297
54,3.834838643686297
55,3.834838643686297
56,3.946700087983104
57,3.946700087983104
58,3.946700087983104
59,3.946700087983104
60,3.946700087983104
61,3.946700087983104
62,3.946700087983104
63,3.946700087983104
64,3.946700087983104
65,3.946700087983104
66,3.946700087983104
67,3.946700087983104
68,3.946700087983104
69,3.946700087983104
70,3.946700087983104
71,3.946700087983104
72,3.946700087983104
73,3.946700087983104
74,3.946700087983104
75,3.946700087983104
76,3.946700087983104
77,3.946700087983104
78,3.946700087983104
79,3.946700087983104
80,3.946700087983104
81,3.946700087983104
82,3.946700087983104
83,3.946700087983104
84,3.946700087983104
85,3.946700087983104
86,3.946700087983104
87,3.946700087983104
88,3.946700087983104
89,3.946700087983104
90,3.946700087983104
91,3.946700087983104
92,3.946700087983104
93,3.946700087983104
94,3.946700087983104
95,3.946700087983104
96,3.946700087983104
97,3.946700087983104
98,3.946700087983104
99,3.946700087983104
100,3.946700087983104
101,3.946700087983104
