Row,Average
1,-2.0
2,-0.9999395745430754
3,-0.41977187362111873
4,0.19874393572728843
5,0.20745094058083907
6,0.5538690563607837
7,0.42335731931453974
8,0.4958298185715126
9,0.707993543221979
10,1.6398113948810131
11,0.896882110477819
12,0.9294312478142548
13,0.8321374036860508
14,1.0133564304491192
15,1.12331002743248
16,1.277504275024563
17,1.0722228542859475
18,1.2240911541616897
19,1.3873546715334593
20,1.7536665756716978
21,1.1563429467694857
22,1.4316449423977846
23,1.6448241755461566
24,1.5101311969180924
25,1.4561438180967954
26,1.5012654275796202
27,1.536143676721873
28,1.6066986320684506
29,1.6522979035151106
30,1.8436789043176471
31,1.673922403449356
32,1.669330776880102
33,1.6983151464835458
34,1.7270834575581309
35,1.7047293321589236
36,1.7325407971095068
37,1.7214113032037353
38,1.7408630683738615
39,1.7370127933900963
40,1.8800265374683558
41,1.7889506234502517
42,1.796069320002773
43,1.7987166040010112
44,1.818714575920324
45,1.7710955990718174
46,1.7851115112121996
47,1.8014774406944505
48,1.812698454054757
49,1.7892744757842773
50,1.886670576736621
51,1.803007500303071
52,1.8480362362846479
53,1.8208319004090572
54,1.7932371306901924
55,1.8377792583624246
56,1.8135193436540433
57,1.8106105293169663
58,1.817466193916173
59,1.8191892328362798
60,1.8857032311672248
61,1.828057921545988
62,1.8622931186759115
63,1.8535397828793208
64,1.868054955776684
65,1.8511973139689282
66,1.8548392945892984
67,1.8502913464025572
68,1.8653108234396183
69,1.8603095506488745
70,1.9201749693123589
71,1.8637629049991766
72,1.8579986386429135
73,1.8460473960138306
74,1.8659214049032482
75,1.865711244616077
76,1.864623958988854
77,1.8785183170536883
78,1.870930403206705
79,1.872897123481993
80,1.921349039003519
81,1.8774850267536327
82,1.867798387089032
83,1.87987765296152
84,1.8772804577110818
85,1.8959202308195504
86,1.8881038512783253
87,1.880345231596437
88,1.8783983128765294
89,1.9453056508339348
90,2.0594092139519597
91,1.935420994392325
92,1.888919501377286
93,1.8865175744392573
94,1.9073241389992592
95,1.9149218372324246
96,1.9632805191211973
97,1.922876019753414
98,1.9662810548571141
99,1.8993721090695623
100,2.1364543836159675
