N,Fitness
1,1.5997388773468952
2,1.5997388773468952
3,1.6661161334270036
4,1.9182094670124143
5,1.9182094670124143
6,1.9182094670124143
7,2.0762068218384213
8,2.0762068218384213
9,2.245586039704675
10,2.245586039704675
11,2.523541132855424
12,2.523541132855424
13,2.523541132855424
14,2.523541132855424
15,2.6378664473476165
16,2.6378664473476165
17,2.6378664473476165
18,2.6378664473476165
19,2.7123498157683046
20,2.7123498157683046
21,2.7123498157683046
22,2.7123498157683046
23,2.7123498157683046
24,2.7123498157683046
25,2.7123498157683046
26,2.7123498157683046
27,2.9020231660788403
28,2.9020231660788403
29,2.9020231660788403
30,2.9020231660788403
31,2.9020231660788403
32,2.9020231660788403
33,2.9020231660788403
34,2.9020231660788403
35,2.9020231660788403
36,2.9020231660788403
37,2.9020231660788403
38,2.9020231660788403
39,2.9217807387987613
40,2.9217807387987613
41,2.9217807387987613
42,2.9217807387987613
43,2.9217807387987613
44,2.9217807387987613
45,2.9217807387987613
46,2.9217807387987613
47,3.0599392008720434
48,3.0599392008720434
49,3.0599392008720434
50,3.0599392008720434
51,3.1404825423675495
52,3.1404825423675495
53,3.1404825423675495
54,3.1404825423675495
55,3.2259170561526127
56,3.2259170561526127
57,3.2259170561526127
58,3.24612499208135
59,3.24612499208135
60,3.24612499208135
61,3.24612499208135
62,3.24612499208135
63,3.24612499208135
64,3.24612499208135
65,3.24612499208135
66,3.24612499208135
67,3.24612499208135
68,3.24612499208135
69,3.24612499208135
70,3.24612499208135
71,3.24612499208135
72,3.24612499208135
73,3.24612499208135
74,3.24612499208135
75,3.24612499208135
76,3.24612499208135
77,3.24612499208135
78,3.24612499208135
79,3.24612499208135
80,3.24612499208135
81,3.24612499208135
82,3.24612499208135
83,3.24612499208135
84,3.24612499208135
85,3.24612499208135
86,3.24612499208135
87,3.24612499208135
88,3.3475542595483323
89,3.3475542595483323
90,3.3475542595483323
91,3.3475542595483323
92,3.3475542595483323
93,3.3475542595483323
94,3.3475542595483323
95,3.3475542595483323
96,3.3475542595483323
97,3.3475542595483323
98,3.3475542595483323
99,3.3475542595483323
100,3.3475542595483323
101,3.3475542595483323
