N,Fitness
1,0
2,0
3,0
4,0
5,0.18942697707183864
6,1.4563654756044169
7,1.2889634522477362
8,1.2889634522477362
9,1.2889634522477362
10,1.8058722661831264
11,1.3325361106226472
12,0.464127972348092
13,1.5676771699223224
14,1.5676771699223224
15,1.5676771699223224
16,1.5676771699223224
17,0.7892164631703326
18,1.144228247163421
19,1.144228247163421
20,1.8377502792423273
21,1.7332162363679773
22,1.7332162363679773
23,0.5047056732354674
24,0.5292854002201012
25,1.036841681607461
26,0.8493615457974805
27,1.1178596258825557
28,0.7613944669501423
29,0.9743850062875886
30,1.260911180349616
31,1.202861360096849
32,1.5640535399086322
33,1.5640535399086322
34,1.00484686665364
35,1.00484686665364
36,1.2524882470760805
37,1.376988309306516
38,0.9038755358114102
39,1.0482453514756078
40,1.6142457277866458
41,1.5951315782619229
42,1.6142457277866458
43,1.5951315782619229
44,1.4621693496941641
45,0.9398732134225131
46,1.3339742051313646
47,1.573305167143548
48,1.3517970319593178
49,1.519582248296129
50,1.889995740101517
51,1.2764728734493278
52,1.3313712432360547
53,1.4035402946429079
54,1.828708337457872
55,1.8360913779006023
56,1.7334185778552353
57,1.7334185778552353
58,1.358547673787384
59,1.8862706713959219
60,1.8862706713959219
61,1.8862706713959219
62,1.8862706713959219
63,1.3665301724925916
64,1.852536580571872
65,1.7912349593961325
66,1.310996422416336
67,1.642010477862021
68,1.8137577671412644
69,1.645587145276666
70,2.3691019069836172
71,1.5409441337533047
72,1.6914117021492199
73,1.855799217031371
74,1.8889190591989327
75,1.9388196712746009
76,2.8061590082009094
77,1.570947546631078
78,2.3236305191403304
79,2.3236305191403304
80,2.3236305191403304
81,3.3537262090616027
82,2.503101847158782
83,2.503101847158782
84,2.503101847158782
85,1.869673175818393
86,1.869673175818393
87,1.4793940023375196
88,1.628799125401941
89,2.9909015234537106
90,3.403370879265009
91,1.7041735432554153
92,1.9477759781984165
93,3.1123184164052122
94,3.1123184164052122
95,2.8481330751169915
96,1.963083948094813
97,2.5879864384143096
98,2.5879864384143096
99,2.5879864384143096
100,3.2584347380069687
