Row,Average
1,0.45847778018544466
2,0.5597043098865205
3,0.635616370725604
4,0.802456118765113
5,1.0129189494720405
6,1.135602106916031
7,1.176928855135222
8,1.2071620455285454
9,1.3436211803897267
10,1.4590314317321318
11,1.5459167995356935
12,1.564133435712262
13,1.585609226555825
14,1.7122576477947895
15,1.7241605533440847
16,1.729167008376551
17,1.797320980807633
18,1.9333137252627104
19,2.0771546193414414
20,2.2139530181309746
21,2.274922572609647
22,2.362812839238518
23,2.391073041390634
24,2.4849996431934276
25,2.5221589201319525
26,2.6960479281976335
27,2.717977568148192
28,2.738210902559053
29,2.763906001332251
30,2.7656013496499403
31,2.766220415080556
32,2.7948087788942506
33,2.7948087788942506
34,2.8209685930607273
35,2.8287085713211892
36,2.8287085713211892
37,2.8287085713211892
38,2.8333006303717316
39,2.8374517606447305
40,2.8374517606447305
41,2.8374517606447305
42,2.8374517606447305
43,2.8374517606447305
44,2.837862313849177
45,2.837862313849177
46,2.8458096313552748
47,2.8711015099101735
48,2.8823304564642624
49,2.8832054297693825
50,2.900870713044772
51,2.900870713044772
52,2.9167078969139917
53,2.946454521035966
54,2.963350098761824
55,2.963350098761824
56,2.979964600739411
57,2.979964600739411
58,2.979964600739411
59,2.979964600739411
60,3.0011124523550357
61,3.0011124523550357
62,3.03860388038098
63,3.03860388038098
64,3.03860388038098
65,3.063438495798011
66,3.1153526593268297
67,3.1153526593268297
68,3.123732214833948
69,3.123732214833948
70,3.123732214833948
71,3.123732214833948
72,3.123732214833948
73,3.123732214833948
74,3.123732214833948
75,3.123732214833948
76,3.123732214833948
77,3.123732214833948
78,3.123732214833948
79,3.123732214833948
80,3.123732214833948
81,3.123732214833948
82,3.123732214833948
83,3.123732214833948
84,3.123732214833948
85,3.123732214833948
86,3.123732214833948
87,3.123732214833948
88,3.123732214833948
89,3.123732214833948
90,3.123732214833948
91,3.123732214833948
92,3.123732214833948
93,3.123732214833948
94,3.123732214833948
95,3.123732214833948
96,3.123732214833948
97,3.123732214833948
98,3.123732214833948
99,3.123732214833948
100,3.123732214833948
101,3.123732214833948
