N,Fitness
1,0.27407308563036603
2,0.332176723477551
3,0.33603196417270353
4,1.0871658370567814
5,1.1485504763826624
6,1.2473867347084278
7,1.2473867347084278
8,1.2473867347084278
9,1.3639388884926917
10,1.9335168467022634
11,2.094279675352486
12,2.1599331695688417
13,2.224104131157149
14,2.224104131157149
15,2.2660727908614566
16,2.2790942934704495
17,2.3644200454062045
18,2.3644200454062045
19,2.9500937615211225
20,3.2748219816813298
21,3.2748219816813298
22,3.4437290651434296
23,3.4437290651434296
24,3.71126592365903
25,3.71126592365903
26,3.71126592365903
27,3.71126592365903
28,3.71126592365903
29,3.802469918483535
30,3.802469918483535
31,3.802469918483535
32,3.802469918483535
33,3.802469918483535
34,3.802469918483535
35,3.802469918483535
36,3.802469918483535
37,3.802469918483535
38,3.802469918483535
39,3.802469918483535
40,3.802469918483535
41,3.802469918483535
42,3.802469918483535
43,3.802469918483535
44,3.802469918483535
45,3.802469918483535
46,3.802469918483535
47,3.802469918483535
48,3.802469918483535
49,3.802469918483535
50,3.802469918483535
51,3.802469918483535
52,3.802469918483535
53,3.802469918483535
54,3.802469918483535
55,3.802469918483535
56,3.802469918483535
57,3.802469918483535
58,3.802469918483535
59,3.802469918483535
60,3.802469918483535
61,3.802469918483535
62,3.802469918483535
63,3.802469918483535
64,3.802469918483535
65,3.802469918483535
66,3.802469918483535
67,3.802469918483535
68,3.802469918483535
69,3.802469918483535
70,3.802469918483535
71,3.802469918483535
72,3.802469918483535
73,3.802469918483535
74,3.802469918483535
75,3.802469918483535
76,3.802469918483535
77,3.802469918483535
78,3.802469918483535
79,3.802469918483535
80,3.802469918483535
81,3.802469918483535
82,3.802469918483535
83,3.802469918483535
84,3.802469918483535
85,3.802469918483535
86,3.802469918483535
87,3.802469918483535
88,3.802469918483535
89,3.802469918483535
90,3.802469918483535
91,3.802469918483535
92,3.802469918483535
93,3.802469918483535
94,3.802469918483535
95,3.802469918483535
96,3.802469918483535
97,3.802469918483535
98,3.802469918483535
99,3.802469918483535
100,3.802469918483535
101,3.802469918483535
