Row,Average
1,1.0547085623127261
2,1.3866858389371817
3,1.9083454637638766
4,2.125316021019742
5,2.559363055760824
6,2.7682566787952596
7,2.8767344540836004
8,3.099773540908446
9,3.164198210769173
10,3.589850400418439
11,3.589850400418439
12,3.779218156855469
13,3.940856598174702
14,4.0280082468787555
15,4.264304612724151
16,4.325075442824158
17,4.339685171142174
18,4.353492419144535
19,4.39471274079927
20,4.440964013423521
21,4.4972040637005986
22,4.66568362364427
23,4.736323087254577
24,4.752130801772793
25,4.791207846753325
26,4.857074835282235
27,4.857608320914792
28,4.933718595045812
29,4.937172098870848
30,4.945450561225323
31,4.984102785794064
32,5.036634276387132
33,5.106495160984811
34,5.106495160984811
35,5.158999811091833
36,5.193688708515495
37,5.193688708515495
38,5.22347011402328
39,5.273729841727403
40,5.348769638942305
41,5.348769638942305
42,5.348769638942305
43,5.385449983368963
44,5.421689611228353
45,5.421689611228353
46,5.421689611228353
47,5.421689611228353
48,5.4761735404894925
49,5.4761735404894925
50,5.5026778200189215
51,5.5026778200189215
52,5.5026778200189215
53,5.5026778200189215
54,5.5026778200189215
55,5.5026778200189215
56,5.5026778200189215
57,5.5026778200189215
58,5.5026778200189215
59,5.531560319397441
60,5.531560319397441
61,5.531560319397441
62,5.582714678586086
63,5.582714678586086
64,5.588632643270529
65,5.588632643270529
66,5.635061857453701
67,5.640419204255245
68,5.666803867747452
69,5.666803867747452
70,5.666803867747452
71,5.66979530952292
72,5.66979530952292
73,5.66979530952292
74,5.671009270015292
75,5.671009270015292
76,5.671009270015292
77,5.671009270015292
78,5.671009270015292
79,5.671009270015292
80,5.671009270015292
81,5.671009270015292
82,5.675399013132484
83,5.675399013132484
84,5.675399013132484
85,5.692453218924003
86,5.692453218924003
87,5.692453218924003
88,5.692453218924003
89,5.692453218924003
90,5.692453218924003
91,5.692453218924003
92,5.692453218924003
93,5.694451393324089
94,5.694451393324089
95,5.694451393324089
96,5.702488681665055
97,5.702488681665055
98,5.702488681665055
99,5.702488681665055
100,5.702488681665055
101,5.702488681665055
