N,Fitness
1,1.8949132853496464
2,1.9111856300632577
3,2.8296935930824034
4,3.0923126567315555
5,3.0923126567315555
6,3.180577443607545
7,3.414523864759532
8,4.037238717576991
9,4.053212092974691
10,4.2499407172581956
11,4.413009216486651
12,4.413009216486651
13,5.566470422369031
14,5.566470422369031
15,5.712098750168321
16,5.712098750168321
17,5.72102611098668
18,5.72102611098668
19,6.269933063657149
20,6.269933063657149
21,6.269933063657149
22,6.482305110170945
23,6.859389713719732
24,7.319847930169923
25,7.319847930169923
26,7.319847930169923
27,7.319847930169923
28,7.451859923405651
29,7.451859923405651
30,7.451859923405651
31,7.451859923405651
32,7.451859923405651
33,7.451859923405651
34,7.451859923405651
35,7.451859923405651
36,7.451859923405651
37,7.451859923405651
38,7.461128655020794
39,7.461128655020794
40,7.461128655020794
41,7.461128655020794
42,7.461128655020794
43,7.510239770580267
44,7.639824437123195
45,7.639824437123195
46,7.639824437123195
47,7.639824437123195
48,7.639824437123195
49,7.639824437123195
50,7.639824437123195
51,7.639824437123195
52,7.639824437123195
53,7.639824437123195
54,7.639824437123195
55,7.639824437123195
56,7.639824437123195
57,7.639824437123195
58,7.639824437123195
59,7.639824437123195
60,7.639824437123195
61,7.639824437123195
62,7.639824437123195
63,7.639824437123195
64,7.639824437123195
65,7.639824437123195
66,7.639824437123195
67,7.639824437123195
68,7.639824437123195
69,7.639824437123195
70,7.639824437123195
71,7.639824437123195
72,7.639824437123195
73,7.639824437123195
74,7.639824437123195
75,7.639824437123195
76,7.639824437123195
77,7.639824437123195
78,7.639824437123195
79,7.639824437123195
80,7.639824437123195
81,7.639824437123195
82,7.639824437123195
83,7.639824437123195
84,7.639824437123195
85,7.639824437123195
86,7.639824437123195
87,7.639824437123195
88,7.639824437123195
89,7.639824437123195
90,7.639824437123195
91,7.639824437123195
92,7.639824437123195
93,7.639824437123195
94,7.639824437123195
95,7.639824437123195
96,7.639824437123195
97,7.639824437123195
98,7.639824437123195
99,7.639824437123195
100,7.639824437123195
101,7.639824437123195
