Row,Average
1,1.4327776829326564
2,1.8602892967204276
3,2.2212844189865595
4,2.5613913935132833
5,2.676195791177526
6,2.755943064058443
7,3.3711158899248006
8,3.4956588604882923
9,3.6702006047475337
10,3.8960189098448312
11,3.9457400811540673
12,4.148230527517632
13,4.618684949929261
14,4.733342621543267
15,4.801687512685232
16,4.922148646323109
17,5.048908505442671
18,5.049929078289213
19,5.166833449800093
20,5.193385574496683
21,5.1991911513554125
22,5.312278885616562
23,5.39361899558166
24,5.489358735537133
25,5.626973624831079
26,5.722506813751989
27,5.75262785254228
28,5.828173034852426
29,5.837685642896744
30,5.902508924986137
31,5.922462585246153
32,5.925238539424631
33,5.959223724414305
34,5.960272721681797
35,5.996087462716557
36,6.039728270983778
37,6.0418235066406325
38,6.04367725296366
39,6.04367725296366
40,6.04367725296366
41,6.050487368624256
42,6.050487368624256
43,6.060638438298157
44,6.095710578504095
45,6.11015644082232
46,6.113104121392231
47,6.159207598644263
48,6.159207598644263
49,6.187195645844886
50,6.187195645844886
51,6.187195645844886
52,6.187195645844886
53,6.193032910403897
54,6.194125621025332
55,6.194125621025332
56,6.199056788237084
57,6.204842798997749
58,6.204842798997749
59,6.204842798997749
60,6.204842798997749
61,6.204842798997749
62,6.221424942892723
63,6.221424942892723
64,6.221424942892723
65,6.221424942892723
66,6.221424942892723
67,6.221424942892723
68,6.221424942892723
69,6.221424942892723
70,6.221424942892723
71,6.221424942892723
72,6.221424942892723
73,6.221424942892723
74,6.221424942892723
75,6.221424942892723
76,6.227205869475967
77,6.227205869475967
78,6.227205869475967
79,6.227205869475967
80,6.227205869475967
81,6.2289438973994775
82,6.2289438973994775
83,6.2289438973994775
84,6.2289438973994775
85,6.2289438973994775
86,6.2289438973994775
87,6.2289438973994775
88,6.2289438973994775
89,6.2289438973994775
90,6.2289438973994775
91,6.2289438973994775
92,6.2289438973994775
93,6.2289438973994775
94,6.2289438973994775
95,6.2289438973994775
96,6.2289438973994775
97,6.2289438973994775
98,6.2289438973994775
99,6.2289438973994775
100,6.2289438973994775
101,6.2289438973994775
