Iteration,Fitness
1,-0.04874264847863091
2,-3.464155096600421
3,-0.12707063621205703
4,-0.05754609512925796
5,-0.027276329945521705
6,-0.04606365296424719
7,0.002134493010678251
8,-3.438400301227457
9,-0.0519966211341481
10,-0.001270759570929203
11,0.057331534793388206
12,0.09091046443768813
13,-0.1362854589063224
14,-3.5775323978764293
15,-3.5335786012183017
16,0.10000280484575541
17,0.08636913943006524
18,-0.1365955430452219
19,-0.1717180925472791
20,-0.19436259560289731
21,-0.039051532632829844
22,-0.14351623480696976
23,-0.12238052267858687
24,0.047067859550525004
25,0.052036259643896354
26,-0.09842952051155313
27,0.7008601691708356
28,-3.075394216733561
29,-0.2000691098259099
30,-3.538317831430991
31,-0.26282290025323574
32,-0.20671102956217158
33,0.10905303568159153
34,-3.423795556816642
35,-3.457558350254362
36,-0.12818051303946884
37,-0.07921317243884352
38,-3.4890148647795183
39,-0.11372060834993808
40,0.19038432940219102
41,-3.304402344857253
42,0.002132770461276634
43,0.0710520460594018
44,-0.006023348175737686
45,0.06018626660445103
46,-0.1435717160161586
47,-3.519424395390145
48,-0.17087520624563018
49,-0.015399443433510684
50,0.2073526780635822
51,-0.05554547730692072
52,0.1454865169736787
53,-0.06889696340882207
54,-0.14482564693334943
55,0.013448201338660426
56,-0.08658666545794569
57,0.051762856126855716
58,-3.364723300775368
59,-3.4873673975731134
60,-3.513831633579404
61,0.0004895209734760986
62,-0.12853190954095448
63,-0.04022040811529348
64,0.4377442402675282
65,-0.08653689639883677
66,-0.018695716084095704
67,-0.06502281532953119
68,-0.10167547617647055
69,-0.037449101349410874
70,-3.2753834464169747
71,0.2676801248240334
72,-0.0375560138913536
73,-3.384988495158286
74,-0.24610706114071096
75,-0.1765460575192172
76,-0.007385851802755139
77,-0.1437521301570349
78,-0.051402598733463034
79,-0.058431946488110786
80,-0.08059880822075965
81,-0.008062122710049802
82,-0.04461820325818733
83,-0.1336615420566381
84,-0.06448749586525926
85,-3.5307962593151814
86,-3.2615036668462256
87,-0.06928222368346632
88,-0.1273078117433754
89,-0.20315100743871614
90,-3.4978338393534862
91,-0.09395256752690684
92,-0.09510111008949707
93,-0.12707506674449726
94,-0.011332543606366763
95,-0.23841349746133794
96,-0.10739447087917028
97,-0.12917567608950314
98,-3.5108930808784864
99,-0.1029187331055236
100,-0.05212980856781563
