N,Fitness
1,0.9866705006389666
2,0.9866705006389666
3,1.501292082259638
4,1.5985426256409068
5,1.5985426256409068
6,1.5985426256409068
7,1.5985426256409068
8,1.5985426256409068
9,1.5985426256409068
10,1.5997851141814374
11,1.5997851141814374
12,1.5997851141814374
13,1.5997851141814374
14,1.5997851141814374
15,1.5997851141814374
16,1.5997851141814374
17,1.5997851141814374
18,1.5997851141814374
19,1.5997851141814374
20,1.5997851141814374
21,1.5997851141814374
22,1.5997851141814374
23,1.5997851141814374
24,1.641025145716355
25,1.641025145716355
26,1.641025145716355
27,1.641025145716355
28,1.641025145716355
29,1.641025145716355
30,1.641025145716355
31,1.641025145716355
32,1.641025145716355
33,1.641025145716355
34,1.641025145716355
35,1.641025145716355
36,1.641025145716355
37,1.641025145716355
38,1.6497391034742515
39,1.6497391034742515
40,1.6497391034742515
41,1.6497391034742515
42,1.6497391034742515
43,1.6497391034742515
44,1.6497391034742515
45,1.6497391034742515
46,1.6497391034742515
47,1.6497391034742515
48,1.6497391034742515
49,1.6497391034742515
50,1.6497391034742515
51,1.6497391034742515
52,1.6497391034742515
53,1.6497391034742515
54,1.6497391034742515
55,1.6497391034742515
56,1.6497391034742515
57,1.6497391034742515
58,1.6497391034742515
59,1.6497391034742515
60,1.6497391034742515
61,1.6497391034742515
62,1.6497391034742515
63,1.6497391034742515
64,1.6497391034742515
65,1.6497391034742515
66,1.6497391034742515
67,1.6497391034742515
68,1.6497391034742515
69,1.6497391034742515
70,1.6497391034742515
71,1.6497391034742515
72,1.6497391034742515
73,1.6497391034742515
74,1.6497391034742515
75,1.6497391034742515
76,1.6497391034742515
77,1.6497391034742515
78,1.6497391034742515
79,1.6497391034742515
80,1.6497391034742515
81,1.6497391034742515
82,1.6497391034742515
83,1.6497391034742515
84,1.6497391034742515
85,1.6497391034742515
86,1.6497391034742515
87,1.6497391034742515
88,1.6497391034742515
89,1.6497391034742515
90,1.6497391034742515
91,1.6497391034742515
92,1.6497391034742515
93,1.6497391034742515
94,1.6497391034742515
95,1.6497391034742515
96,1.7128586118001627
97,1.7128586118001627
98,1.7128586118001627
99,1.7128586118001627
100,1.7128586118001627
101,1.7128586118001627
