Row,Average
1,1.4495953060882696
2,1.7148152737314473
3,1.9511289767165814
4,2.0796528394911578
5,2.13955126524018
6,2.1448723266389873
7,2.226212206728313
8,2.2976149113244198
9,2.2976149113244198
10,2.297863409032526
11,2.3269872741010884
12,2.395604769737933
13,2.395604769737933
14,2.440913274522342
15,2.5186545219320853
16,2.566770914562281
17,2.5827012152535205
18,2.650329872736472
19,2.650329872736472
20,2.650787081692339
21,2.662087925188439
22,2.665489833359475
23,2.665489833359475
24,2.758877584467926
25,2.7780551683564956
26,2.7780551683564956
27,2.796300477083456
28,2.796300477083456
29,2.796300477083456
30,2.8355940837133766
31,2.8355940837133766
32,2.8355940837133766
33,2.87326455716686
34,2.87326455716686
35,2.9159987670781944
36,2.9159987670781944
37,2.9159987670781944
38,2.9177415586297735
39,2.9177415586297735
40,2.9177415586297735
41,2.9177415586297735
42,2.9177415586297735
43,2.9177415586297735
44,2.9177415586297735
45,2.9177930755380954
46,2.9177930755380954
47,2.9177930755380954
48,2.9177930755380954
49,2.9177930755380954
50,2.9177930755380954
51,2.9178096884373517
52,2.9178096884373517
53,2.9178096884373517
54,2.9178096884373517
55,2.9178096884373517
56,2.9178096884373517
57,2.9178096884373517
58,2.9178096884373517
59,2.9178096884373517
60,2.9178096884373517
61,2.9178096884373517
62,2.9178096884373517
63,2.9274726780943547
64,2.9274726780943547
65,2.9274726780943547
66,2.9274726780943547
67,2.9274726780943547
68,2.9274726780943547
69,2.9274726780943547
70,2.9274726780943547
71,2.9274726780943547
72,2.9274726780943547
73,3.006062424303509
74,3.0205923481415953
75,3.0205923481415953
76,3.0205923481415953
77,3.034472323491607
78,3.034472323491607
79,3.034472323491607
80,3.034472323491607
81,3.0988953640989982
82,3.2239570769159362
83,3.2239570769159362
84,3.2239570769159362
85,3.2373772174274835
86,3.2373772174274835
87,3.2373772174274835
88,3.279096696325644
89,3.279096696325644
90,3.279096696325644
91,3.279096696325644
92,3.279096696325644
93,3.2893549913495006
94,3.3385686290825674
95,3.3385686290825674
96,3.35119253074775
97,3.35119253074775
98,3.364086127161908
99,3.364086127161908
100,3.364086127161908
101,3.364086127161908
