Row,Average
1,0.604547671530135
2,0.8067401876926519
3,0.8692347152535198
4,0.9814114027817071
5,1.027546697597049
6,1.1442112941514755
7,1.1442112941514755
8,1.1442112941514755
9,1.25036036372757
10,1.25036036372757
11,1.2552109171034584
12,1.2560653807637605
13,1.2560653807637605
14,1.3545583832968489
15,1.3545583832968489
16,1.3545775576121308
17,1.3565281368544377
18,1.409106772014515
19,1.409106772014515
20,1.424266579655698
21,1.424266579655698
22,1.4555277340246238
23,1.4557047390486095
24,1.4606304235026952
25,1.4606304235026952
26,1.4606304235026952
27,1.4606304235026952
28,1.4606304235026952
29,1.4606304235026952
30,1.4606304235026952
31,1.4606304235026952
32,1.4606304235026952
33,1.4606304235026952
34,1.4606304235026952
35,1.4916147989663122
36,1.4916147989663122
37,1.4916147989663122
38,1.5284717475050527
39,1.5284717475050527
40,1.5284717475050527
41,1.5284717475050527
42,1.5284717475050527
43,1.5284717475050527
44,1.5284717475050527
45,1.5284717475050527
46,1.5284717475050527
47,1.5284717475050527
48,1.5284717475050527
49,1.5284717475050527
50,1.5284717475050527
51,1.5284717475050527
52,1.5284717475050527
53,1.5284717475050527
54,1.5482401017551193
55,1.5482401017551193
56,1.5482401017551193
57,1.5482401017551193
58,1.6646225947985223
59,1.6646225947985223
60,1.6842158753319971
61,1.6842158753319971
62,1.6842158753319971
63,1.6842158753319971
64,1.6842158753319971
65,1.6842158753319971
66,1.6842158753319971
67,1.6842158753319971
68,1.6842158753319971
69,1.6842158753319971
70,1.6842158753319971
71,1.6842158753319971
72,1.6842158753319971
73,1.6895920511386933
74,1.6895920511386933
75,1.6895920511386933
76,1.6895920511386933
77,1.7036465732390051
78,1.740216981021031
79,1.740216981021031
80,1.740216981021031
81,1.740216981021031
82,1.740216981021031
83,1.740216981021031
84,1.7561973053721254
85,1.7561973053721254
86,1.7561973053721254
87,1.7561973053721254
88,1.7561973053721254
89,1.7561973053721254
90,1.7581927959830104
91,1.7581927959830104
92,1.7889438779061375
93,1.7889438779061375
94,1.7889438779061375
95,1.7889438779061375
96,1.7889438779061375
97,1.7889438779061375
98,1.7889438779061375
99,1.7889438779061375
100,1.7889438779061375
101,1.8574006466694193
