N,Fitness
1,-0.13715048580940936
2,0.299340494636508
3,0.3180070457008156
4,1.3204707525074797
5,1.3204707525074797
6,1.3204707525074797
7,1.3204707525074797
8,1.3204707525074797
9,1.4633503809630657
10,1.531152395905172
11,1.3277339960710584
12,1.3277339960710584
13,1.3277339960710584
14,1.3277339960710584
15,1.0168994501056905
16,0.731754498132779
17,1.9168500525219623
18,1.6760948718123911
19,1.5149915806906058
20,1.9743929072227695
21,2.0559938346880284
22,2.0559938346880284
23,2.0559938346880284
24,2.0559938346880284
25,2.0559938346880284
26,2.0559938346880284
27,2.0559938346880284
28,2.0559938346880284
29,2.0559938346880284
30,2.0559938346880284
31,1.9730003842988366
32,1.9840710287205823
33,1.9864626685924929
34,1.9864626685924929
35,1.9980340057758228
36,2.0148456456973576
37,1.981787882286149
38,1.988799025862684
39,1.9853249612942978
40,2.040175812250736
41,1.9869162855015137
42,2.035285058375566
43,2.035285058375566
44,2.035285058375566
45,2.035285058375566
46,2.035285058375566
47,2.035285058375566
48,2.035285058375566
49,2.035285058375566
50,2.0354063040923593
51,2.0146579648295715
52,1.982107091764681
53,2.02293456841971
54,1.991627274211007
55,1.9847171405589144
56,1.986312668235789
57,1.9881830458207184
58,1.985495837673158
59,1.985495837673158
60,1.9971161163637277
61,1.9971161163637277
62,1.9971161163637277
63,1.9936110095409214
64,1.9858854014754166
65,1.9858854014754166
66,1.9858854014754166
67,1.9923815058237113
68,1.9923815058237113
69,1.9923815058237113
70,2.0140749340133968
71,1.984880614720428
72,1.9815490351325216
73,1.98439851984174
74,1.9849684001701002
75,1.9851505552482769
76,1.9893373854172678
77,1.9893373854172678
78,1.9893373854172678
79,1.9893373854172678
80,1.9901011929330314
81,1.9901011929330314
82,1.9839286331933084
83,1.9846162634522941
84,1.9846162634522941
85,2.0439561436882676
86,1.9862190162149271
87,1.9999515433154427
88,2.0256214774184444
89,2.0256214774184444
90,2.0439053992186813
91,2.0439053992186813
92,2.0439053992186813
93,1.9974425191410399
94,2.0401563900239337
95,2.041101946448004
96,2.038750105205412
97,2.0346299778961487
98,2.038750105205412
99,2.031230594037281
100,2.032500755585695
