N,Fitness
1,1.9086403368213967
2,2.186186293617377
3,2.186186293617377
4,2.2931907812016474
5,2.2931907812016474
6,2.2931907812016474
7,2.2931907812016474
8,2.2931907812016474
9,2.2931907812016474
10,2.2931907812016474
11,2.3264884106743313
12,2.3264884106743313
13,2.3264884106743313
14,2.3264884106743313
15,2.3264884106743313
16,2.3264884106743313
17,2.3264884106743313
18,2.3264884106743313
19,2.3264884106743313
20,2.3264884106743313
21,2.3264884106743313
22,2.3264884106743313
23,2.3264884106743313
24,2.3264884106743313
25,2.3264884106743313
26,2.3264884106743313
27,2.3264884106743313
28,2.3264884106743313
29,2.3264884106743313
30,2.3264884106743313
31,2.3264884106743313
32,2.3264884106743313
33,2.5148407779417474
34,2.5148407779417474
35,2.5148407779417474
36,2.5148407779417474
37,2.5148407779417474
38,2.5148407779417474
39,2.5148407779417474
40,2.5148407779417474
41,2.5148407779417474
42,2.5148407779417474
43,2.5148407779417474
44,2.5148407779417474
45,2.5150983624833585
46,2.5150983624833585
47,2.5150983624833585
48,2.5150983624833585
49,2.5150983624833585
50,2.5150983624833585
51,2.515181426979636
52,2.515181426979636
53,2.515181426979636
54,2.515181426979636
55,2.515181426979636
56,2.515181426979636
57,2.515181426979636
58,2.515181426979636
59,2.515181426979636
60,2.515181426979636
61,2.515181426979636
62,2.515181426979636
63,2.515181426979636
64,2.515181426979636
65,2.515181426979636
66,2.515181426979636
67,2.515181426979636
68,2.515181426979636
69,2.515181426979636
70,2.515181426979636
71,2.515181426979636
72,2.515181426979636
73,2.515181426979636
74,2.5878310461700686
75,2.5878310461700686
76,2.5878310461700686
77,2.657230922920128
78,2.657230922920128
79,2.657230922920128
80,2.657230922920128
81,2.9793461259570866
82,2.9793461259570866
83,2.9793461259570866
84,2.9793461259570866
85,3.0464468285148207
86,3.0464468285148207
87,3.0464468285148207
88,3.255044223005622
89,3.255044223005622
90,3.255044223005622
91,3.255044223005622
92,3.255044223005622
93,3.3063356981249084
94,3.552403886790241
95,3.552403886790241
96,3.552403886790241
97,3.552403886790241
98,3.6168718688610317
99,3.6168718688610317
100,3.6168718688610317
101,3.6168718688610317
