N,Fitness
1,-3.0
2,-1.0
3,-1.0
4,0.226225291579537
5,0.5952760634077428
6,0.5862960002622232
7,0.23994058182044467
8,0.39554690674180787
9,0.31076032105541657
10,1.3277536281270503
11,0.2982051397081963
12,0.25642508443512085
13,0.1901615094554734
14,0.37238784809730757
15,0.5192680074193881
16,0.4418647698472557
17,0.3400535577658464
18,1.0100803366487696
19,1.1466310674308176
20,1.4803440563466297
21,0.8755875805378427
22,0.7704436464059702
23,1.1803814717588255
24,0.7367105837685353
25,1.1103890268809053
26,0.642187894334609
27,0.9597856976592484
28,1.2978703442283195
29,0.8647007541754546
30,1.8368601861259528
31,0.9649602894597011
32,1.0027447150229984
33,1.1459082120261377
34,0.8455382646957519
35,0.9644751024910919
36,1.1035193933014293
37,1.0752804278970323
38,1.0846529063835908
39,1.16845655118905
40,1.5822793076848407
41,1.238322981956328
42,1.3297220155515566
43,1.131220377513371
44,1.3278283996429783
45,1.1131009462995858
46,1.3602678801143577
47,1.2353607862063773
48,1.2400350122063797
49,1.284227589095513
50,1.758244257231792
51,1.360987102289889
52,1.2041376606995957
53,1.3993994791294713
54,1.4033869952324725
55,1.3993994791294713
56,1.3993994791294713
57,1.2254408910061974
58,1.1911363692094121
59,1.2468274790899878
60,1.3987566826517934
61,1.4384025011946224
62,1.3959406678917416
63,1.2532066605852668
64,1.2833735455634592
65,1.2781550492306235
66,1.2895476649805417
67,1.51109390709476
68,1.3922268337877577
69,1.3829370865225226
70,1.8833660361429647
71,1.5984403340187443
72,1.5746734901304806
73,1.7542274073769397
74,1.6601891014846213
75,1.510532081222147
76,1.433108533741937
77,1.5002685098949546
78,1.533314013334321
79,1.458762269913502
80,1.8980287001780372
81,1.5474746943978825
82,1.4581442021183673
83,1.3811033244006623
84,1.551907944390298
85,1.627317546914062
86,1.6828678184317072
87,1.757112523577061
88,1.668626641872575
89,1.8810023755123637
90,1.9297359417337374
91,1.669062298111258
92,1.7017634554146657
93,1.6154913182674389
94,1.8557619278150765
95,1.6655634909193022
96,1.725941159831299
97,1.5518419105349288
98,1.677615434145535
99,1.6324865304195038
100,1.9097332284308335
