N,Fitness
1,1.0915762479102087
2,1.0915762479102087
3,1.0915762479102087
4,1.0915762479102087
5,1.0915762479102087
6,1.1293001919770809
7,1.1541936400488406
8,1.156675603798885
9,1.1570675353778352
10,1.1570675353778352
11,1.1570675353778352
12,1.1570675353778352
13,1.1903606967608211
14,1.1903606967608211
15,1.1903606967608211
16,1.255168091732338
17,1.255168091732338
18,1.255168091732338
19,1.255168091732338
20,1.3386850191533566
21,1.3386850191533566
22,1.6869002208906505
23,1.6869002208906505
24,1.6869002208906505
25,1.6869002208906505
26,1.6869002208906505
27,1.6869002208906505
28,1.6869002208906505
29,1.6869002208906505
30,1.7930707575260674
31,1.7930707575260674
32,1.7930707575260674
33,1.7930707575260674
34,1.7930707575260674
35,1.7930707575260674
36,1.7930707575260674
37,1.7930707575260674
38,1.7930707575260674
39,1.7930707575260674
40,1.7930707575260674
41,1.7930707575260674
42,1.7930707575260674
43,1.7930707575260674
44,1.7930707575260674
45,1.7930707575260674
46,1.7930707575260674
47,1.7930707575260674
48,1.7930707575260674
49,1.7930707575260674
50,1.7930707575260674
51,1.7930707575260674
52,1.7930707575260674
53,1.7930707575260674
54,1.7930707575260674
55,1.7930707575260674
56,1.7930707575260674
57,1.7930707575260674
58,1.7930707575260674
59,1.7930707575260674
60,1.7930707575260674
61,1.7930707575260674
62,1.7930707575260674
63,1.7930707575260674
64,1.7930707575260674
65,1.7930707575260674
66,1.7930707575260674
67,1.7930707575260674
68,1.7930707575260674
69,1.7930707575260674
70,1.7930707575260674
71,1.7930707575260674
72,1.7930707575260674
73,1.7930707575260674
74,1.7930707575260674
75,1.7930707575260674
76,1.7930707575260674
77,1.8931937570326847
78,1.8931937570326847
79,1.8931937570326847
80,1.8931937570326847
81,1.8931937570326847
82,1.8931937570326847
83,1.8931937570326847
84,1.8931937570326847
85,1.8931937570326847
86,1.8931937570326847
87,1.8931937570326847
88,1.8931937570326847
89,1.8931937570326847
90,1.8931937570326847
91,1.8931937570326847
92,1.8931937570326847
93,1.8931937570326847
94,1.8931937570326847
95,1.8931937570326847
96,1.8931937570326847
97,1.8931937570326847
98,1.8931937570326847
99,1.8931937570326847
100,1.8931937570326847
101,1.8931937570326847
